0/00_BN1-129-Eb_comp_0.png;0 7 0 8 7 0
0/00_BN1-129-Eb_comp_1.png;0 7 0 8 7 0
0/00_BN1-129-Eb_comp_2.png;0 7 0 8 7 0
0/00_BN1-129-Eb_comp_3.png;0 7 9 0 0 0
0/00_BN1-129-Eb_comp_4.png;0 7 9 0 0 0
0/00_BN1-129-Eb_comp_5.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_6.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_7.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_8.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_9.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_10.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_11.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_12.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_13.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_14.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_15.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_16.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_17.png;0 7 9 8 0 0
0/00_BN1-129-Eb_comp_18.png;0 7 9 8 7 9
0/00_BN1-129-Eb_comp_19.png;0 7 9 8 7 9
0/00_BN1-129-Eb_comp_20.png;0 7 9 8 0 9
0/00_BN1-129-Eb_comp_21.png;0 7 9 8 0 0
0/00_BN1-129-Eb_comp_22.png;0 7 9 8 0 0
0/00_BN1-129-Eb_comp_23.png;0 7 9 8 7 7
0/00_BN1-129-Eb_comp_24.png;0 7 9 8 7 7
0/00_BN1-129-Eb_comp_25.png;0 7 9 8 7 7
0/00_BN1-129-Eb_comp_26.png;0 7 9 8 9 7
0/00_BN1-129-Eb_comp_27.png;0 7 9 8 9 7
0/00_BN1-129-Eb_comp_28.png;0 7 9 8 9 7
0/00_BN1-129-Eb_comp_29.png;0 7 9 8 9 7
0/00_BN1-129-Eb_comp_30.png;0 7 9 0 0 7
0/00_BN1-129-Eb_comp_31.png;0 7 9 8 7 7
0/00_BN1-129-Eb_comp_32.png;0 7 9 8 7 7
0/00_BN1-129-Eb_comp_33.png;0 7 9 8 7 7
0/00_BN1-129-Eb_comp_34.png;0 7 9 0 0 7
0/00_BN1-129-Eb_comp_35.png;0 0 9 0 0 0
0/00_BN1-129-Eb_comp_36.png;0 0 7 0 0 0
0/00_BN1-129-Eb_comp_37.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_38.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_39.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_40.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_41.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_42.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_43.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_44.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_45.png;5 0 7 6 7 0
0/00_BN1-129-Eb_comp_46.png;0 0 7 6 7 0
0/00_BN1-129-Eb_comp_47.png;0 0 9 9 9 9
0/00_BN1-129-Eb_comp_48.png;0 0 8 9 9 9
0/00_BN1-129-Eb_comp_49.png;0 0 8 9 9 9
0/00_BN1-129-Eb_comp_50.png;0 0 0 9 9 9
0/00_BN1-129-Eb_comp_51.png;0 0 7 9 0 9
0/00_BN1-129-Eb_comp_52.png;0 0 7 9 0 9
0/00_BN1-129-Eb_comp_53.png;0 0 8 9 0 9
0/00_BN1-129-Eb_comp_54.png;0 0 8 9 0 0
0/00_BN1-129-Eb_comp_55.png;0 7 0 9 9 9
0/00_BN1-129-Eb_comp_56.png;0 7 0 9 9 9
0/00_BN1-129-Eb_comp_57.png;0 7 0 9 0 0
0/00_BN1-129-Eb_comp_58.png;0 7 0 9 0 0
0/00_BN1-129-Eb_comp_59.png;0 7 9 9 9 0
0/00_BN1-129-Eb_comp_60.png;0 7 9 9 9 0
0/00_BN1-129-Eb_comp_61.png;0 7 9 8 0 0
0/00_BN1-129-Eb_comp_62.png;0 7 9 8 0 0
0/00_BN1-129-Eb_comp_63.png;0 7 9 8 9 7
0/00_BN1-129-Eb_comp_64.png;0 7 0 8 9 7
0/00_BN1-129-Eb_comp_65.png;0 0 0 0 0 0
0/00_BN1-129-Eb_comp_66.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_67.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_68.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_69.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_70.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_71.png;0 7 9 0 0 0
0/00_BN1-129-Eb_comp_72.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_73.png;0 7 9 8 9 0
0/00_BN1-129-Eb_comp_74.png;7 7 9 0 0 0
0/00_BN1-129-Eb_comp_75.png;7 7 0 0 0 0
0/00_BN1-129-Eb_comp_76.png;7 0 0 0 0 0
0/00_BN1-129-Eb_comp_77.png;7 0 9 0 0 0
0/00_BN1-129-Eb_comp_78.png;7 0 9 0 0 0
0/00_BN1-129-Eb_comp_79.png;7 0 9 8 0 0
0/00_BN1-129-Eb_comp_80.png;7 9 0 8 0 0
0/00_BN1-129-Eb_comp_81.png;7 9 0 8 0 7
0/00_BN1-129-Eb_comp_82.png;7 9 9 8 0 7
0/00_BN1-129-Eb_comp_83.png;7 0 9 8 0 7
0/00_BN1-129-Eb_comp_84.png;0 0 0 0 0 7
0/00_BN1-129-Eb_comp_85.png;5 0 6 6 7 0
0/00_BN1-129-Eb_comp_86.png;0 0 0 6 0 0
0/00_BN1-129-Eb_comp_87.png;0 0 0 0 0 0
0/00_BN1-129-Eb_comp_88.png;5 0 7 6 0 0
0/00_BN1-129-Eb_comp_89.png;5 0 7 6 0 0
0/00_BN1-129-Eb_comp_90.png;5 0 7 6 0 0
0/00_BN1-129-Eb_comp_91.png;5 6 7 6 0 0
0/00_BN1-129-Eb_comp_92.png;0 6 8 0 0 0
0/00_BN1-129-Eb_comp_93.png;0 7 8 8 9 0
0/00_BN1-129-Eb_comp_94.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_95.png;0 7 0 8 7 0
0/00_BN1-129-Eb_comp_96.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_97.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_98.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_99.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_100.png;0 0 0 0 0 0
0/00_BN1-129-Eb_comp_101.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_102.png;0 7 9 8 7 0
0/00_BN1-129-Eb_comp_103.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_104.png;0 7 0 8 9 0
0/00_BN1-129-Eb_comp_105.png;0 0 0 8 9 0
0/00_BN1-129-Eb_comp_106.png;0 0 0 8 0 0
0/00_BN1-129-Eb_comp_107.png;0 0 9 8 9 7
0/00_BN1-129-Eb_comp_108.png;0 0 9 8 9 7
0/00_BN1-129-Eb_comp_109.png;0 0 9 8 9 7
0/00_BN1-147-Gb_comp_0.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_1.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_2.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_3.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_4.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_5.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_6.png;0 0 0 4 3 2
0/00_BN1-147-Gb_comp_7.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_8.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_9.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_10.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_11.png;3 0 4 0 0 2
0/00_BN1-147-Gb_comp_12.png;3 0 4 4 0 2
0/00_BN1-147-Gb_comp_13.png;3 0 4 4 0 0
0/00_BN1-147-Gb_comp_14.png;3 0 4 4 0 0
0/00_BN1-147-Gb_comp_15.png;3 0 4 4 0 0
0/00_BN1-147-Gb_comp_16.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_17.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_18.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_19.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_20.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_21.png;3 0 4 4 3 2
0/00_BN1-147-Gb_comp_22.png;3 0 4 4 3 2
