0/00_BN1-129-Eb_solo_0.png;7 9 9 0 0 0
0/00_BN1-129-Eb_solo_1.png;7 9 9 0 0 0
0/00_BN1-129-Eb_solo_2.png;0 8 3 0 0 0
0/00_BN1-129-Eb_solo_3.png;0 8 3 0 0 0
0/00_BN1-129-Eb_solo_4.png;0 8 3 0 0 0
0/00_BN1-129-Eb_solo_5.png;0 9 0 0 0 0
0/00_BN1-129-Eb_solo_6.png;0 9 0 0 0 0
0/00_BN1-129-Eb_solo_7.png;0 8 8 0 0 0
0/00_BN1-129-Eb_solo_8.png;0 8 9 0 0 0
0/00_BN1-129-Eb_solo_9.png;0 8 8 0 0 0
0/00_BN1-129-Eb_solo_10.png;0 0 8 0 0 0
0/00_BN1-129-Eb_solo_11.png;0 9 8 0 0 0
0/00_BN1-129-Eb_solo_12.png;0 9 8 0 0 0
0/00_BN1-129-Eb_solo_13.png;0 9 8 0 0 0
0/00_BN1-129-Eb_solo_14.png;0 9 8 0 0 0
0/00_BN1-129-Eb_solo_15.png;0 0 8 0 0 0
0/00_BN1-129-Eb_solo_16.png;0 0 8 8 0 0
0/00_BN1-129-Eb_solo_17.png;0 0 8 8 0 0
0/00_BN1-129-Eb_solo_18.png;0 0 8 8 0 0
0/00_BN1-129-Eb_solo_19.png;0 0 8 8 0 0
0/00_BN1-129-Eb_solo_20.png;0 0 8 8 0 0
0/00_BN1-129-Eb_solo_21.png;0 0 9 8 0 0
0/00_BN1-129-Eb_solo_22.png;0 0 9 8 0 0
0/00_BN1-129-Eb_solo_23.png;0 0 9 8 0 0
0/00_BN1-129-Eb_solo_24.png;0 0 9 8 7 0
0/00_BN1-129-Eb_solo_25.png;0 0 9 8 7 0
0/00_BN1-129-Eb_solo_26.png;0 0 9 8 7 0
0/00_BN1-129-Eb_solo_27.png;0 0 9 8 0 0
0/00_BN1-129-Eb_solo_28.png;0 0 9 8 0 0
0/00_BN1-129-Eb_solo_29.png;0 0 9 8 7 7
0/00_BN1-129-Eb_solo_30.png;0 0 9 8 7 7
0/00_BN1-129-Eb_solo_31.png;0 0 9 8 7 7
0/00_BN1-129-Eb_solo_32.png;0 0 0 9 9 9
0/00_BN1-129-Eb_solo_33.png;0 0 0 9 9 9
0/00_BN1-129-Eb_solo_34.png;0 0 0 8 7 9
0/00_BN1-129-Eb_solo_35.png;0 0 0 8 7 0
0/00_BN1-129-Eb_solo_36.png;0 0 0 0 7 0
0/00_BN1-129-Eb_solo_37.png;0 0 0 0 7 7
0/00_BN1-129-Eb_solo_38.png;0 0 0 0 7 9
0/00_BN1-129-Eb_solo_39.png;0 0 0 0 7 7
0/00_BN1-129-Eb_solo_40.png;0 0 0 0 7 7
0/00_BN1-129-Eb_solo_41.png;0 0 0 0 0 7
0/00_BN1-129-Eb_solo_42.png;0 0 0 0 0 7
